Index;Obj.Type;Object Id;Obj.Name;Value;Description;Datum;Uhrzeit
AV-0;AnalogValue;0;System Time Year ;2022;;06.12.2022;14:25:29
AV-1;AnalogValue;1;System Time Month ;12;;06.12.2022;14:25:29
AV-2;AnalogValue;2;System Time Date ;6;;06.12.2022;14:25:29
AV-3;AnalogValue;3;System Time Hour ;14;;06.12.2022;14:25:29
AV-4;AnalogValue;4;System Time Minute ;25;;06.12.2022;14:25:29
AV-5;AnalogValue;5;System Time Second ;35;;06.12.2022;14:25:29
AV-100;AnalogValue;100;AHU Min Supply Fan Speed ;0;;06.12.2022;14:25:29
AV-101;AnalogValue;101;AHU Max Supply Fan Speed ;100;;06.12.2022;14:25:29
AV-102;AnalogValue;102;AHU Min Extract Fan Speed ;0;;06.12.2022;14:25:29
AV-103;AnalogValue;103;AHU Max Extract Fan Speed ;100;;06.12.2022;14:25:29
AV-104;AnalogValue;104;Minimum Supply Air Temperature ;15;;06.12.2022;14:25:29
AV-105;AnalogValue;105;Highest Allowed Cooling Water Temp ;15;;06.12.2022;14:25:29
AV-106;AnalogValue;106;Lowest Allowed Heating Water Temp ;25;;06.12.2022;14:25:29
AV-107;AnalogValue;107;Winter Start Temperature ;-10;;06.12.2022;14:25:29
AV-108;AnalogValue;108;Winter Max Temperature ;-30;;06.12.2022;14:25:29
AV-109;AnalogValue;109;Winter Temp Diff ;0;;06.12.2022;14:25:29
AV-110;AnalogValue;110;Summer Start Temperature ;20;;06.12.2022;14:25:29
AV-111;AnalogValue;111;Summer Max Temperature ;40;;06.12.2022;14:25:29
AV-112;AnalogValue;112;Summer Temp Diff ;10;;06.12.2022;14:25:29
AV-113;AnalogValue;113;Max Supply Pressure ;1000;;06.12.2022;14:25:29
AV-114;AnalogValue;114;Max Extract Pressure ;1000;;06.12.2022;14:25:29
AV-1001;AnalogValue;1001;ZoneModule 1 Room Temperature Setpoint ;21;;06.12.2022;14:25:29
AV-1002;AnalogValue;1002;ZoneModule 1 Minimum Supply Temperature ;15;;06.12.2022;14:25:29
AV-1003;AnalogValue;1003;ZoneModule 1 Maximum Supply Temperature ;40;;06.12.2022;14:25:29
AV-1004;AnalogValue;1004;ZoneModule 1 Room CO2 Setpoint ;800;;06.12.2022;14:25:29
AV-1005;AnalogValue;1005;ZoneModule 1 Room RH Setpoint ;70;;06.12.2022;14:25:29
AV-1006;AnalogValue;1006;ZoneModule 1 VAV Supply PIR Min. Air Flow ;20;;06.12.2022;14:25:29
AV-1007;AnalogValue;1007;ZoneModule 1 VAV Supply 1 Min. Air Flow ;50;;06.12.2022;14:25:29
AV-1008;AnalogValue;1008;ZoneModule 1 VAV Supply 1 Max. Air Flow ;175;;06.12.2022;14:25:29
AV-1009;AnalogValue;1009;ZoneModule 1 VAV Supply 2 Min. Air Flow ;10;;06.12.2022;14:25:29
AV-1010;AnalogValue;1010;ZoneModule 1 VAV Supply 2 Max. Air Flow ;100;;06.12.2022;14:25:29
AV-1011;AnalogValue;1011;ZoneModule 1 VAV Extract Min. Air Flow ;50;;06.12.2022;14:25:29
AV-1012;AnalogValue;1012;ZoneModule 1 VAV Extract Max. Air Flow ;175;;06.12.2022;14:25:29
AV-1013;AnalogValue;1013;ZoneModule 1 VAV Supply 1 Nominal Air Flow ;270;;06.12.2022;14:25:29
AV-1014;AnalogValue;1014;ZoneModule 1 VAV Supply 2 Nominal Air Flow ;100;;06.12.2022;14:25:29
AV-1015;AnalogValue;1015;ZoneModule 1 VAV Extract Nominal Air Flow ;270;;06.12.2022;14:25:29
AV-1016;AnalogValue;1016;ZoneModule 1 Room Panel Low Air Flow ;20;;06.12.2022;14:25:29
AV-1017;AnalogValue;1017;ZoneModule 1 Room Panel High Air Flow ;90;;06.12.2022;14:25:29
AV-1018;AnalogValue;1018;ZoneModule 1 Room Panel Override Timeout ;60;;06.12.2022;14:25:29
AV-1019;AnalogValue;1019;ZoneModule 1 Heat Valve Max. Flow ;198;;06.12.2022;14:25:29
AV-1020;AnalogValue;1020;ZoneModule 1 Cool Valve Max. Flow ;252;;06.12.2022;14:25:29
AV-1021;AnalogValue;1021;ZoneModule 1 Operation Mode from BMS ;0;;06.12.2022;14:25:29
AV-1101;AnalogValue;1101;ZoneModule 2 Room Temperature Setpoint ;21;;06.12.2022;14:25:29
AV-1102;AnalogValue;1102;ZoneModule 2 Minimum Supply Temperature ;15;;06.12.2022;14:25:29
AV-1103;AnalogValue;1103;ZoneModule 2 Maximum Supply Temperature ;40;;06.12.2022;14:25:29
AV-1104;AnalogValue;1104;ZoneModule 2 Room CO2 Setpoint ;800;;06.12.2022;14:25:29
AV-1105;AnalogValue;1105;ZoneModule 2 Room RH Setpoint ;70;;06.12.2022;14:25:29
AV-1106;AnalogValue;1106;ZoneModule 2 VAV Supply PIR Min. Air Flow ;20;;06.12.2022;14:25:29
AV-1107;AnalogValue;1107;ZoneModule 2 VAV Supply 1 Min. Air Flow ;50;;06.12.2022;14:25:29
AV-1108;AnalogValue;1108;ZoneModule 2 VAV Supply 1 Max. Air Flow ;175;;06.12.2022;14:25:29
AV-1109;AnalogValue;1109;ZoneModule 2 VAV Supply 2 Min. Air Flow ;10;;06.12.2022;14:25:29
AV-1110;AnalogValue;1110;ZoneModule 2 VAV Supply 2 Max. Air Flow ;100;;06.12.2022;14:25:29
AV-1111;AnalogValue;1111;ZoneModule 2 VAV Extract Min. Air Flow ;50;;06.12.2022;14:25:29
AV-1112;AnalogValue;1112;ZoneModule 2 VAV Extract Max. Air Flow ;175;;06.12.2022;14:25:29
AV-1113;AnalogValue;1113;ZoneModule 2 VAV Supply 1 Nominal Air Flow ;270;;06.12.2022;14:25:29
AV-1114;AnalogValue;1114;ZoneModule 2 VAV Supply 2 Nominal Air Flow ;100;;06.12.2022;14:25:29
AV-1115;AnalogValue;1115;ZoneModule 2 VAV Extract Nominal Air Flow ;270;;06.12.2022;14:25:29
AV-1116;AnalogValue;1116;ZoneModule 2 Room Panel Low Air Flow ;20;;06.12.2022;14:25:29
AV-1117;AnalogValue;1117;ZoneModule 2 Room Panel High Air Flow ;90;;06.12.2022;14:25:29
AV-1118;AnalogValue;1118;ZoneModule 2 Room Panel Override Timeout ;60;;06.12.2022;14:25:29
AV-1119;AnalogValue;1119;ZoneModule 2 Heat Valve Max. Flow ;198;;06.12.2022;14:25:29
AV-1120;AnalogValue;1120;ZoneModule 2 Cool Valve Max. Flow ;252;;06.12.2022;14:25:29
AV-1121;AnalogValue;1121;ZoneModule 2 Operation Mode from BMS ;0;;06.12.2022;14:25:29
AV-1201;AnalogValue;1201;ZoneModule 3 Room Temperature Setpoint ;21;;06.12.2022;14:25:29
AV-1202;AnalogValue;1202;ZoneModule 3 Minimum Supply Temperature ;15;;06.12.2022;14:25:29
AV-1203;AnalogValue;1203;ZoneModule 3 Maximum Supply Temperature ;40;;06.12.2022;14:25:29
AV-1204;AnalogValue;1204;ZoneModule 3 Room CO2 Setpoint ;800;;06.12.2022;14:25:29
AV-1205;AnalogValue;1205;ZoneModule 3 Room RH Setpoint ;70;;06.12.2022;14:25:29
AV-1206;AnalogValue;1206;ZoneModule 3 VAV Supply PIR Min. Air Flow ;20;;06.12.2022;14:25:29
AV-1207;AnalogValue;1207;ZoneModule 3 VAV Supply 1 Min. Air Flow ;50;;06.12.2022;14:25:29
AV-1208;AnalogValue;1208;ZoneModule 3 VAV Supply 1 Max. Air Flow ;175;;06.12.2022;14:25:29
AV-1209;AnalogValue;1209;ZoneModule 3 VAV Supply 2 Min. Air Flow ;10;;06.12.2022;14:25:29
AV-1210;AnalogValue;1210;ZoneModule 3 VAV Supply 2 Max. Air Flow ;100;;06.12.2022;14:25:29
AV-1211;AnalogValue;1211;ZoneModule 3 VAV Extract Min. Air Flow ;50;;06.12.2022;14:25:29
AV-1212;AnalogValue;1212;ZoneModule 3 VAV Extract Max. Air Flow ;175;;06.12.2022;14:25:29
AV-1213;AnalogValue;1213;ZoneModule 3 VAV Supply 1 Nominal Air Flow ;270;;06.12.2022;14:25:29
AV-1214;AnalogValue;1214;ZoneModule 3 VAV Supply 2 Nominal Air Flow ;100;;06.12.2022;14:25:29
AV-1215;AnalogValue;1215;ZoneModule 3 VAV Extract Nominal Air Flow ;100;;06.12.2022;14:25:29
AV-1216;AnalogValue;1216;ZoneModule 3 Room Panel Low Air Flow ;20;;06.12.2022;14:25:29
AV-1217;AnalogValue;1217;ZoneModule 3 Room Panel High Air Flow ;90;;06.12.2022;14:25:29
AV-1218;AnalogValue;1218;ZoneModule 3 Room Panel Override Timeout ;60;;06.12.2022;14:25:29
AV-1219;AnalogValue;1219;ZoneModule 3 Heat Valve Max. Flow ;198;;06.12.2022;14:25:29
AV-1220;AnalogValue;1220;ZoneModule 3 Cool Valve Max. Flow ;252;;06.12.2022;14:25:29
AV-1221;AnalogValue;1221;ZoneModule 3 Operation Mode from BMS ;0;;06.12.2022;14:25:29
AV-1301;AnalogValue;1301;ZoneModule 4 Room Temperature Setpoint ;21;;06.12.2022;14:25:29
AV-1302;AnalogValue;1302;ZoneModule 4 Minimum Supply Temperature ;15;;06.12.2022;14:25:29
AV-1303;AnalogValue;1303;ZoneModule 4 Maximum Supply Temperature ;40;;06.12.2022;14:25:29
AV-1304;AnalogValue;1304;ZoneModule 4 Room CO2 Setpoint ;800;;06.12.2022;14:25:29
AV-1305;AnalogValue;1305;ZoneModule 4 Room RH Setpoint ;70;;06.12.2022;14:25:29
AV-1306;AnalogValue;1306;ZoneModule 4 VAV Supply PIR Min. Air Flow ;20;;06.12.2022;14:25:29
AV-1307;AnalogValue;1307;ZoneModule 4 VAV Supply 1 Min. Air Flow ;50;;06.12.2022;14:25:29
AV-1308;AnalogValue;1308;ZoneModule 4 VAV Supply 1 Max. Air Flow ;175;;06.12.2022;14:25:29
AV-1309;AnalogValue;1309;ZoneModule 4 VAV Supply 2 Min. Air Flow ;10;;06.12.2022;14:25:29
AV-1310;AnalogValue;1310;ZoneModule 4 VAV Supply 2 Max. Air Flow ;100;;06.12.2022;14:25:29
AV-1311;AnalogValue;1311;ZoneModule 4 VAV Extract Min. Air Flow ;50;;06.12.2022;14:25:29
AV-1312;AnalogValue;1312;ZoneModule 4 VAV Extract Max. Air Flow ;175;;06.12.2022;14:25:29
AV-1313;AnalogValue;1313;ZoneModule 4 VAV Supply 1 Nominal Air Flow ;270;;06.12.2022;14:25:29
AV-1314;AnalogValue;1314;ZoneModule 4 VAV Supply 2 Nominal Air Flow ;100;;06.12.2022;14:25:29
AV-1315;AnalogValue;1315;ZoneModule 4 VAV Extract Nominal Air Flow ;270;;06.12.2022;14:25:29
AV-1316;AnalogValue;1316;ZoneModule 4 Room Panel Low Air Flow ;20;;06.12.2022;14:25:29
AV-1317;AnalogValue;1317;ZoneModule 4 Room Panel High Air Flow ;90;;06.12.2022;14:25:29
AV-1318;AnalogValue;1318;ZoneModule 4 Room Panel Override Timeout ;60;;06.12.2022;14:25:29
AV-1319;AnalogValue;1319;ZoneModule 4 Heat Valve Max. Flow ;198;;06.12.2022;14:25:29
AV-1320;AnalogValue;1320;ZoneModule 4 Cool Valve Max. Flow ;252;;06.12.2022;14:25:29
AV-1321;AnalogValue;1321;ZoneModule 4 Operation Mode from BMS ;0;;06.12.2022;14:25:29
AV-1401;AnalogValue;1401;ZoneModule 5 Room Temperature Setpoint ;21;;06.12.2022;14:25:29
AV-1402;AnalogValue;1402;ZoneModule 5 Minimum Supply Temperature ;15;;06.12.2022;14:25:29
AV-1403;AnalogValue;1403;ZoneModule 5 Maximum Supply Temperature ;40;;06.12.2022;14:25:29
AV-1404;AnalogValue;1404;ZoneModule 5 Room CO2 Setpoint ;800;;06.12.2022;14:25:29
AV-1405;AnalogValue;1405;ZoneModule 5 Room RH Setpoint ;70;;06.12.2022;14:25:29
AV-1406;AnalogValue;1406;ZoneModule 5 VAV Supply PIR Min. Air Flow ;20;;06.12.2022;14:25:29
AV-1407;AnalogValue;1407;ZoneModule 5 VAV Supply 1 Min. Air Flow ;50;;06.12.2022;14:25:29
AV-1408;AnalogValue;1408;ZoneModule 5 VAV Supply 1 Max. Air Flow ;175;;06.12.2022;14:25:29
AV-1409;AnalogValue;1409;ZoneModule 5 VAV Supply 2 Min. Air Flow ;10;;06.12.2022;14:25:29
AV-1410;AnalogValue;1410;ZoneModule 5 VAV Supply 2 Max. Air Flow ;100;;06.12.2022;14:25:29
AV-1411;AnalogValue;1411;ZoneModule 5 VAV Extract Min. Air Flow ;50;;06.12.2022;14:25:29
AV-1412;AnalogValue;1412;ZoneModule 5 VAV Extract Max. Air Flow ;175;;06.12.2022;14:25:29
AV-1413;AnalogValue;1413;ZoneModule 5 VAV Supply 1 Nominal Air Flow ;270;;06.12.2022;14:25:29
AV-1414;AnalogValue;1414;ZoneModule 5 VAV Supply 2 Nominal Air Flow ;100;;06.12.2022;14:25:29
AV-1415;AnalogValue;1415;ZoneModule 5 VAV Extract Nominal Air Flow ;270;;06.12.2022;14:25:29
AV-1416;AnalogValue;1416;ZoneModule 5 Room Panel Low Air Flow ;20;;06.12.2022;14:25:29
AV-1417;AnalogValue;1417;ZoneModule 5 Room Panel High Air Flow ;90;;06.12.2022;14:25:29
AV-1418;AnalogValue;1418;ZoneModule 5 Room Panel Override Timeout ;60;;06.12.2022;14:25:29
AV-1419;AnalogValue;1419;ZoneModule 5 Heat Valve Max. Flow ;198;;06.12.2022;14:25:29
AV-1420;AnalogValue;1420;ZoneModule 5 Cool Valve Max. Flow ;252;;06.12.2022;14:25:29
AV-1421;AnalogValue;1421;ZoneModule 5 Operation Mode from BMS ;0;;06.12.2022;14:25:29
AV-1501;AnalogValue;1501;ZoneModule 6 Room Temperature Setpoint ;21;;06.12.2022;14:25:29
AV-1502;AnalogValue;1502;ZoneModule 6 Minimum Supply Temperature ;15;;06.12.2022;14:25:29
AV-1503;AnalogValue;1503;ZoneModule 6 Maximum Supply Temperature ;40;;06.12.2022;14:25:29
AV-1504;AnalogValue;1504;ZoneModule 6 Room CO2 Setpoint ;800;;06.12.2022;14:25:29
AV-1505;AnalogValue;1505;ZoneModule 6 Room RH Setpoint ;70;;06.12.2022;14:25:29
AV-1506;AnalogValue;1506;ZoneModule 6 VAV Supply PIR Min. Air Flow ;20;;06.12.2022;14:25:29
AV-1507;AnalogValue;1507;ZoneModule 6 VAV Supply 1 Min. Air Flow ;50;;06.12.2022;14:25:29
AV-1508;AnalogValue;1508;ZoneModule 6 VAV Supply 1 Max. Air Flow ;175;;06.12.2022;14:25:29
AV-1509;AnalogValue;1509;ZoneModule 6 VAV Supply 2 Min. Air Flow ;10;;06.12.2022;14:25:29
AV-1510;AnalogValue;1510;ZoneModule 6 VAV Supply 2 Max. Air Flow ;100;;06.12.2022;14:25:29
AV-1511;AnalogValue;1511;ZoneModule 6 VAV Extract Min. Air Flow ;50;;06.12.2022;14:25:29
AV-1512;AnalogValue;1512;ZoneModule 6 VAV Extract Max. Air Flow ;175;;06.12.2022;14:25:29
AV-1513;AnalogValue;1513;ZoneModule 6 VAV Supply 1 Nominal Air Flow ;270;;06.12.2022;14:25:29
AV-1514;AnalogValue;1514;ZoneModule 6 VAV Supply 2 Nominal Air Flow ;100;;06.12.2022;14:25:29
AV-1515;AnalogValue;1515;ZoneModule 6 VAV Extract Nominal Air Flow ;270;;06.12.2022;14:25:29
AV-1516;AnalogValue;1516;ZoneModule 6 Room Panel Low Air Flow ;20;;06.12.2022;14:25:29
AV-1517;AnalogValue;1517;ZoneModule 6 Room Panel High Air Flow ;90;;06.12.2022;14:25:29
AV-1518;AnalogValue;1518;ZoneModule 6 Room Panel Override Timeout ;60;;06.12.2022;14:25:29
AV-1519;AnalogValue;1519;ZoneModule 6 Heat Valve Max. Flow ;198;;06.12.2022;14:25:29
AV-1520;AnalogValue;1520;ZoneModule 6 Cool Valve Max. Flow ;252;;06.12.2022;14:25:29
AV-1521;AnalogValue;1521;ZoneModule 6 Operation Mode from BMS ;0;;06.12.2022;14:25:29
AV-1601;AnalogValue;1601;ZoneModule 7 Room Temperature Setpoint ;21;;06.12.2022;14:25:29
AV-1602;AnalogValue;1602;ZoneModule 7 Minimum Supply Temperature ;15;;06.12.2022;14:25:29
AV-1603;AnalogValue;1603;ZoneModule 7 Maximum Supply Temperature ;40;;06.12.2022;14:25:29
AV-1604;AnalogValue;1604;ZoneModule 7 Room CO2 Setpoint ;800;;06.12.2022;14:25:29
AV-1605;AnalogValue;1605;ZoneModule 7 Room RH Setpoint ;70;;06.12.2022;14:25:29
AV-1606;AnalogValue;1606;ZoneModule 7 VAV Supply PIR Min. Air Flow ;20;;06.12.2022;14:25:29
AV-1607;AnalogValue;1607;ZoneModule 7 VAV Supply 1 Min. Air Flow ;50;;06.12.2022;14:25:29
AV-1608;AnalogValue;1608;ZoneModule 7 VAV Supply 1 Max. Air Flow ;175;;06.12.2022;14:25:29
AV-1609;AnalogValue;1609;ZoneModule 7 VAV Supply 2 Min. Air Flow ;10;;06.12.2022;14:25:29
AV-1610;AnalogValue;1610;ZoneModule 7 VAV Supply 2 Max. Air Flow ;100;;06.12.2022;14:25:29
AV-1611;AnalogValue;1611;ZoneModule 7 VAV Extract Min. Air Flow ;50;;06.12.2022;14:25:29
AV-1612;AnalogValue;1612;ZoneModule 7 VAV Extract Max. Air Flow ;175;;06.12.2022;14:25:29
AV-1613;AnalogValue;1613;ZoneModule 7 VAV Supply 1 Nominal Air Flow ;270;;06.12.2022;14:25:29
AV-1614;AnalogValue;1614;ZoneModule 7 VAV Supply 2 Nominal Air Flow ;100;;06.12.2022;14:25:29
AV-1615;AnalogValue;1615;ZoneModule 7 VAV Extract Nominal Air Flow ;270;;06.12.2022;14:25:29
AV-1616;AnalogValue;1616;ZoneModule 7 Room Panel Low Air Flow ;20;;06.12.2022;14:25:29
AV-1617;AnalogValue;1617;ZoneModule 7 Room Panel High Air Flow ;90;;06.12.2022;14:25:29
AV-1618;AnalogValue;1618;ZoneModule 7 Room Panel Override Timeout ;60;;06.12.2022;14:25:29
AV-1619;AnalogValue;1619;ZoneModule 7 Heat Valve Max. Flow ;198;;06.12.2022;14:25:29
AV-1620;AnalogValue;1620;ZoneModule 7 Cool Valve Max. Flow ;252;;06.12.2022;14:25:29
AV-1621;AnalogValue;1621;ZoneModule 7 Operation Mode from BMS ;0;;06.12.2022;14:25:29
AV-1701;AnalogValue;1701;ZoneModule 8 Room Temperature Setpoint ;21;;06.12.2022;14:25:29
AV-1702;AnalogValue;1702;ZoneModule 8 Minimum Supply Temperature ;15;;06.12.2022;14:25:29
AV-1703;AnalogValue;1703;ZoneModule 8 Maximum Supply Temperature ;40;;06.12.2022;14:25:29
AV-1704;AnalogValue;1704;ZoneModule 8 Room CO2 Setpoint ;800;;06.12.2022;14:25:29
AV-1705;AnalogValue;1705;ZoneModule 8 Room RH Setpoint ;70;;06.12.2022;14:25:29
AV-1706;AnalogValue;1706;ZoneModule 8 VAV Supply PIR Min. Air Flow ;20;;06.12.2022;14:25:29
AV-1707;AnalogValue;1707;ZoneModule 8 VAV Supply 1 Min. Air Flow ;50;;06.12.2022;14:25:29
AV-1708;AnalogValue;1708;ZoneModule 8 VAV Supply 1 Max. Air Flow ;175;;06.12.2022;14:25:29
AV-1709;AnalogValue;1709;ZoneModule 8 VAV Supply 2 Min. Air Flow ;10;;06.12.2022;14:25:29
AV-1710;AnalogValue;1710;ZoneModule 8 VAV Supply 2 Max. Air Flow ;100;;06.12.2022;14:25:29
AV-1711;AnalogValue;1711;ZoneModule 8 VAV Extract Min. Air Flow ;50;;06.12.2022;14:25:29
AV-1712;AnalogValue;1712;ZoneModule 8 VAV Extract Max. Air Flow ;175;;06.12.2022;14:25:29
AV-1713;AnalogValue;1713;ZoneModule 8 VAV Supply 1 Nominal Air Flow ;270;;06.12.2022;14:25:29
AV-1714;AnalogValue;1714;ZoneModule 8 VAV Supply 2 Nominal Air Flow ;100;;06.12.2022;14:25:29
AV-1715;AnalogValue;1715;ZoneModule 8 VAV Extract Nominal Air Flow ;100;;06.12.2022;14:25:29
AV-1716;AnalogValue;1716;ZoneModule 8 Room Panel Low Air Flow ;20;;06.12.2022;14:25:29
AV-1717;AnalogValue;1717;ZoneModule 8 Room Panel High Air Flow ;90;;06.12.2022;14:25:29
AV-1718;AnalogValue;1718;ZoneModule 8 Room Panel Override Timeout ;60;;06.12.2022;14:25:29
AV-1719;AnalogValue;1719;ZoneModule 8 Heat Valve Max. Flow ;198;;06.12.2022;14:25:29
AV-1720;AnalogValue;1720;ZoneModule 8 Cool Valve Max. Flow ;252;;06.12.2022;14:25:29
AV-1721;AnalogValue;1721;ZoneModule 8 Operation Mode from BMS ;0;;06.12.2022;14:25:29
AV-1801;AnalogValue;1801;ZoneModule 9 Room Temperature Setpoint ;21;;06.12.2022;14:25:29
AV-1802;AnalogValue;1802;ZoneModule 9 Minimum Supply Temperature ;15;;06.12.2022;14:25:29
AV-1803;AnalogValue;1803;ZoneModule 9 Maximum Supply Temperature ;40;;06.12.2022;14:25:29
AV-1804;AnalogValue;1804;ZoneModule 9 Room CO2 Setpoint ;800;;06.12.2022;14:25:29
AV-1805;AnalogValue;1805;ZoneModule 9 Room RH Setpoint ;70;;06.12.2022;14:25:29
AV-1806;AnalogValue;1806;ZoneModule 9 VAV Supply PIR Min. Air Flow ;20;;06.12.2022;14:25:29
AV-1807;AnalogValue;1807;ZoneModule 9 VAV Supply 1 Min. Air Flow ;50;;06.12.2022;14:25:29
AV-1808;AnalogValue;1808;ZoneModule 9 VAV Supply 1 Max. Air Flow ;175;;06.12.2022;14:25:29
AV-1809;AnalogValue;1809;ZoneModule 9 VAV Supply 2 Min. Air Flow ;10;;06.12.2022;14:25:29
AV-1810;AnalogValue;1810;ZoneModule 9 VAV Supply 2 Max. Air Flow ;100;;06.12.2022;14:25:29
AV-1811;AnalogValue;1811;ZoneModule 9 VAV Extract Min. Air Flow ;50;;06.12.2022;14:25:29
AV-1812;AnalogValue;1812;ZoneModule 9 VAV Extract Max. Air Flow ;175;;06.12.2022;14:25:29
AV-1813;AnalogValue;1813;ZoneModule 9 VAV Supply 1 Nominal Air Flow ;270;;06.12.2022;14:25:29
AV-1814;AnalogValue;1814;ZoneModule 9 VAV Supply 2 Nominal Air Flow ;100;;06.12.2022;14:25:29
AV-1815;AnalogValue;1815;ZoneModule 9 VAV Extract Nominal Air Flow ;270;;06.12.2022;14:25:29
AV-1816;AnalogValue;1816;ZoneModule 9 Room Panel Low Air Flow ;20;;06.12.2022;14:25:29
AV-1817;AnalogValue;1817;ZoneModule 9 Room Panel High Air Flow ;90;;06.12.2022;14:25:29
AV-1818;AnalogValue;1818;ZoneModule 9 Room Panel Override Timeout ;60;;06.12.2022;14:25:29
AV-1819;AnalogValue;1819;ZoneModule 9 Heat Valve Max. Flow ;198;;06.12.2022;14:25:29
AV-1820;AnalogValue;1820;ZoneModule 9 Cool Valve Max. Flow ;252;;06.12.2022;14:25:29
AV-1821;AnalogValue;1821;ZoneModule 9 Operation Mode from BMS ;0;;06.12.2022;14:25:29
AV-1901;AnalogValue;1901;ZoneModule 10 Room Temperature Setpoint ;21;;06.12.2022;14:25:29
AV-1902;AnalogValue;1902;ZoneModule 10 Minimum Supply Temperature ;15;;06.12.2022;14:25:29
AV-1903;AnalogValue;1903;ZoneModule 10 Maximum Supply Temperature ;40;;06.12.2022;14:25:29
AV-1904;AnalogValue;1904;ZoneModule 10 Room CO2 Setpoint ;800;;06.12.2022;14:25:29
AV-1905;AnalogValue;1905;ZoneModule 10 Room RH Setpoint ;70;;06.12.2022;14:25:29
AV-1906;AnalogValue;1906;ZoneModule 10 VAV Supply PIR Min. Air Flow ;20;;06.12.2022;14:25:29
AV-1907;AnalogValue;1907;ZoneModule 10 VAV Supply 1 Min. Air Flow ;50;;06.12.2022;14:25:29
AV-1908;AnalogValue;1908;ZoneModule 10 VAV Supply 1 Max. Air Flow ;175;;06.12.2022;14:25:29
AV-1909;AnalogValue;1909;ZoneModule 10 VAV Supply 2 Min. Air Flow ;10;;06.12.2022;14:25:29
AV-1910;AnalogValue;1910;ZoneModule 10 VAV Supply 2 Max. Air Flow ;100;;06.12.2022;14:25:29
AV-1911;AnalogValue;1911;ZoneModule 10 VAV Extract Min. Air Flow ;50;;06.12.2022;14:25:29
AV-1912;AnalogValue;1912;ZoneModule 10 VAV Extract Max. Air Flow ;175;;06.12.2022;14:25:29
AV-1913;AnalogValue;1913;ZoneModule 10 VAV Supply 1 Nominal Air Flow ;270;;06.12.2022;14:25:29
AV-1914;AnalogValue;1914;ZoneModule 10 VAV Supply 2 Nominal Air Flow ;100;;06.12.2022;14:25:29
