Index;Obj.Type;Object Id;Obj.Name;Value;Description;Datum;Uhrzeit
AV-1915;AnalogValue;1915;ZoneModule 10 VAV Extract Nominal Air Flow ;270;;06.12.2022;14:25:29
AV-1916;AnalogValue;1916;ZoneModule 10 Room Panel Low Air Flow ;20;;06.12.2022;14:25:29
AV-1917;AnalogValue;1917;ZoneModule 10 Room Panel High Air Flow ;90;;06.12.2022;14:25:29
AV-1918;AnalogValue;1918;ZoneModule 10 Room Panel Override Timeout ;60;;06.12.2022;14:25:29
AV-1919;AnalogValue;1919;ZoneModule 10 Heat Valve Max. Flow ;198;;06.12.2022;14:25:29
AV-1920;AnalogValue;1920;ZoneModule 10 Cool Valve Max. Flow ;252;;06.12.2022;14:25:29
AV-1921;AnalogValue;1921;ZoneModule 10 Operation Mode from BMS ;0;;06.12.2022;14:25:29
AV-2001;AnalogValue;2001;ZoneModule 11 Room Temperature Setpoint ;21;;06.12.2022;14:25:29
AV-2002;AnalogValue;2002;ZoneModule 11 Minimum Supply Temperature ;15;;06.12.2022;14:25:29
AV-2003;AnalogValue;2003;ZoneModule 11 Maximum Supply Temperature ;40;;06.12.2022;14:25:29
AV-2004;AnalogValue;2004;ZoneModule 11 Room CO2 Setpoint ;800;;06.12.2022;14:25:29
AV-2005;AnalogValue;2005;ZoneModule 11 Room RH Setpoint ;70;;06.12.2022;14:25:29
AV-2006;AnalogValue;2006;ZoneModule 11 VAV Supply PIR Min. Air Flow ;20;;06.12.2022;14:25:29
AV-2007;AnalogValue;2007;ZoneModule 11 VAV Supply 1 Min. Air Flow ;50;;06.12.2022;14:25:29
AV-2008;AnalogValue;2008;ZoneModule 11 VAV Supply 1 Max. Air Flow ;175;;06.12.2022;14:25:29
AV-2009;AnalogValue;2009;ZoneModule 11 VAV Supply 2 Min. Air Flow ;10;;06.12.2022;14:25:29
AV-2010;AnalogValue;2010;ZoneModule 11 VAV Supply 2 Max. Air Flow ;100;;06.12.2022;14:25:29
AV-2011;AnalogValue;2011;ZoneModule 11 VAV Extract Min. Air Flow ;50;;06.12.2022;14:25:29
AV-2012;AnalogValue;2012;ZoneModule 11 VAV Extract Max. Air Flow ;175;;06.12.2022;14:25:29
AV-2013;AnalogValue;2013;ZoneModule 11 VAV Supply 1 Nominal Air Flow ;270;;06.12.2022;14:25:29
AV-2014;AnalogValue;2014;ZoneModule 11 VAV Supply 2 Nominal Air Flow ;100;;06.12.2022;14:25:29
AV-2015;AnalogValue;2015;ZoneModule 11 VAV Extract Nominal Air Flow ;270;;06.12.2022;14:25:29
AV-2016;AnalogValue;2016;ZoneModule 11 Room Panel Low Air Flow ;20;;06.12.2022;14:25:29
AV-2017;AnalogValue;2017;ZoneModule 11 Room Panel High Air Flow ;90;;06.12.2022;14:25:29
AV-2018;AnalogValue;2018;ZoneModule 11 Room Panel Override Timeout ;60;;06.12.2022;14:25:29
AV-2019;AnalogValue;2019;ZoneModule 11 Heat Valve Max. Flow ;198;;06.12.2022;14:25:29
AV-2020;AnalogValue;2020;ZoneModule 11 Cool Valve Max. Flow ;252;;06.12.2022;14:25:29
AV-2021;AnalogValue;2021;ZoneModule 11 Operation Mode from BMS ;0;;06.12.2022;14:25:29
AV-2101;AnalogValue;2101;ZoneModule 12 Room Temperature Setpoint ;21;;06.12.2022;14:25:29
AV-2102;AnalogValue;2102;ZoneModule 12 Minimum Supply Temperature ;15;;06.12.2022;14:25:29
AV-2103;AnalogValue;2103;ZoneModule 12 Maximum Supply Temperature ;40;;06.12.2022;14:25:29
AV-2104;AnalogValue;2104;ZoneModule 12 Room CO2 Setpoint ;800;;06.12.2022;14:25:29
AV-2105;AnalogValue;2105;ZoneModule 12 Room RH Setpoint ;70;;06.12.2022;14:25:29
AV-2106;AnalogValue;2106;ZoneModule 12 VAV Supply PIR Min. Air Flow ;20;;06.12.2022;14:25:29
AV-2107;AnalogValue;2107;ZoneModule 12 VAV Supply 1 Min. Air Flow ;50;;06.12.2022;14:25:29
AV-2108;AnalogValue;2108;ZoneModule 12 VAV Supply 1 Max. Air Flow ;175;;06.12.2022;14:25:29
AV-2109;AnalogValue;2109;ZoneModule 12 VAV Supply 2 Min. Air Flow ;10;;06.12.2022;14:25:29
AV-2110;AnalogValue;2110;ZoneModule 12 VAV Supply 2 Max. Air Flow ;100;;06.12.2022;14:25:29
AV-2111;AnalogValue;2111;ZoneModule 12 VAV Extract Min. Air Flow ;50;;06.12.2022;14:25:29
AV-2112;AnalogValue;2112;ZoneModule 12 VAV Extract Max. Air Flow ;175;;06.12.2022;14:25:29
AV-2113;AnalogValue;2113;ZoneModule 12 VAV Supply 1 Nominal Air Flow ;270;;06.12.2022;14:25:29
AV-2114;AnalogValue;2114;ZoneModule 12 VAV Supply 2 Nominal Air Flow ;100;;06.12.2022;14:25:29
AV-2115;AnalogValue;2115;ZoneModule 12 VAV Extract Nominal Air Flow ;270;;06.12.2022;14:25:29
AV-2116;AnalogValue;2116;ZoneModule 12 Room Panel Low Air Flow ;20;;06.12.2022;14:25:29
AV-2117;AnalogValue;2117;ZoneModule 12 Room Panel High Air Flow ;90;;06.12.2022;14:25:29
AV-2118;AnalogValue;2118;ZoneModule 12 Room Panel Override Timeout ;60;;06.12.2022;14:25:29
AV-2119;AnalogValue;2119;ZoneModule 12 Heat Valve Max. Flow ;198;;06.12.2022;14:25:29
AV-2120;AnalogValue;2120;ZoneModule 12 Cool Valve Max. Flow ;252;;06.12.2022;14:25:29
AV-2121;AnalogValue;2121;ZoneModule 12 Operation Mode from BMS ;0;;06.12.2022;14:25:29
AV-2201;AnalogValue;2201;ZoneModule 13 Room Temperature Setpoint ;21;;06.12.2022;14:25:29
AV-2202;AnalogValue;2202;ZoneModule 13 Minimum Supply Temperature ;15;;06.12.2022;14:25:29
AV-2203;AnalogValue;2203;ZoneModule 13 Maximum Supply Temperature ;40;;06.12.2022;14:25:29
AV-2204;AnalogValue;2204;ZoneModule 13 Room CO2 Setpoint ;800;;06.12.2022;14:25:29
AV-2205;AnalogValue;2205;ZoneModule 13 Room RH Setpoint ;70;;06.12.2022;14:25:29
AV-2206;AnalogValue;2206;ZoneModule 13 VAV Supply PIR Min. Air Flow ;20;;06.12.2022;14:25:29
AV-2207;AnalogValue;2207;ZoneModule 13 VAV Supply 1 Min. Air Flow ;50;;06.12.2022;14:25:29
AV-2208;AnalogValue;2208;ZoneModule 13 VAV Supply 1 Max. Air Flow ;175;;06.12.2022;14:25:29
AV-2209;AnalogValue;2209;ZoneModule 13 VAV Supply 2 Min. Air Flow ;10;;06.12.2022;14:25:29
AV-2210;AnalogValue;2210;ZoneModule 13 VAV Supply 2 Max. Air Flow ;100;;06.12.2022;14:25:29
AV-2211;AnalogValue;2211;ZoneModule 13 VAV Extract Min. Air Flow ;50;;06.12.2022;14:25:29
AV-2212;AnalogValue;2212;ZoneModule 13 VAV Extract Max. Air Flow ;175;;06.12.2022;14:25:29
AV-2213;AnalogValue;2213;ZoneModule 13 VAV Supply 1 Nominal Air Flow ;270;;06.12.2022;14:25:29
AV-2214;AnalogValue;2214;ZoneModule 13 VAV Supply 2 Nominal Air Flow ;100;;06.12.2022;14:25:29
AV-2215;AnalogValue;2215;ZoneModule 13 VAV Extract Nominal Air Flow ;270;;06.12.2022;14:25:29
AV-2216;AnalogValue;2216;ZoneModule 13 Room Panel Low Air Flow ;20;;06.12.2022;14:25:29
AV-2217;AnalogValue;2217;ZoneModule 13 Room Panel High Air Flow ;90;;06.12.2022;14:25:29
AV-2218;AnalogValue;2218;ZoneModule 13 Room Panel Override Timeout ;60;;06.12.2022;14:25:29
AV-2219;AnalogValue;2219;ZoneModule 13 Heat Valve Max. Flow ;198;;06.12.2022;14:25:29
AV-2220;AnalogValue;2220;ZoneModule 13 Cool Valve Max. Flow ;252;;06.12.2022;14:25:29
AV-2221;AnalogValue;2221;ZoneModule 13 Operation Mode from BMS ;0;;06.12.2022;14:25:29
AV-2301;AnalogValue;2301;ZoneModule 14 Room Temperature Setpoint ;21;;06.12.2022;14:25:29
AV-2302;AnalogValue;2302;ZoneModule 14 Minimum Supply Temperature ;15;;06.12.2022;14:25:29
AV-2303;AnalogValue;2303;ZoneModule 14 Maximum Supply Temperature ;40;;06.12.2022;14:25:29
AV-2304;AnalogValue;2304;ZoneModule 14 Room CO2 Setpoint ;800;;06.12.2022;14:25:29
AV-2305;AnalogValue;2305;ZoneModule 14 Room RH Setpoint ;70;;06.12.2022;14:25:29
AV-2306;AnalogValue;2306;ZoneModule 14 VAV Supply PIR Min. Air Flow ;20;;06.12.2022;14:25:29
AV-2307;AnalogValue;2307;ZoneModule 14 VAV Supply 1 Min. Air Flow ;50;;06.12.2022;14:25:29
AV-2308;AnalogValue;2308;ZoneModule 14 VAV Supply 1 Max. Air Flow ;175;;06.12.2022;14:25:29
AV-2309;AnalogValue;2309;ZoneModule 14 VAV Supply 2 Min. Air Flow ;10;;06.12.2022;14:25:29
AV-2310;AnalogValue;2310;ZoneModule 14 VAV Supply 2 Max. Air Flow ;100;;06.12.2022;14:25:29
AV-2311;AnalogValue;2311;ZoneModule 14 VAV Extract Min. Air Flow ;50;;06.12.2022;14:25:29
AV-2312;AnalogValue;2312;ZoneModule 14 VAV Extract Max. Air Flow ;175;;06.12.2022;14:25:29
AV-2313;AnalogValue;2313;ZoneModule 14 VAV Supply 1 Nominal Air Flow ;270;;06.12.2022;14:25:29
AV-2314;AnalogValue;2314;ZoneModule 14 VAV Supply 2 Nominal Air Flow ;100;;06.12.2022;14:25:29
AV-2315;AnalogValue;2315;ZoneModule 14 VAV Extract Nominal Air Flow ;270;;06.12.2022;14:25:29
AV-2316;AnalogValue;2316;ZoneModule 14 Room Panel Low Air Flow ;20;;06.12.2022;14:25:29
AV-2317;AnalogValue;2317;ZoneModule 14 Room Panel High Air Flow ;90;;06.12.2022;14:25:29
AV-2318;AnalogValue;2318;ZoneModule 14 Room Panel Override Timeout ;60;;06.12.2022;14:25:29
AV-2319;AnalogValue;2319;ZoneModule 14 Heat Valve Max. Flow ;198;;06.12.2022;14:25:29
AV-2320;AnalogValue;2320;ZoneModule 14 Cool Valve Max. Flow ;252;;06.12.2022;14:25:29
AV-2321;AnalogValue;2321;ZoneModule 14 Operation Mode from BMS ;0;;06.12.2022;14:25:29
AV-2401;AnalogValue;2401;ZoneModule 15 Room Temperature Setpoint ;21;;06.12.2022;14:25:29
AV-2402;AnalogValue;2402;ZoneModule 15 Minimum Supply Temperature ;15;;06.12.2022;14:25:29
AV-2403;AnalogValue;2403;ZoneModule 15 Maximum Supply Temperature ;40;;06.12.2022;14:25:29
AV-2404;AnalogValue;2404;ZoneModule 15 Room CO2 Setpoint ;800;;06.12.2022;14:25:29
AV-2405;AnalogValue;2405;ZoneModule 15 Room RH Setpoint ;70;;06.12.2022;14:25:29
AV-2406;AnalogValue;2406;ZoneModule 15 VAV Supply PIR Min. Air Flow ;20;;06.12.2022;14:25:29
AV-2407;AnalogValue;2407;ZoneModule 15 VAV Supply 1 Min. Air Flow ;50;;06.12.2022;14:25:29
AV-2408;AnalogValue;2408;ZoneModule 15 VAV Supply 1 Max. Air Flow ;175;;06.12.2022;14:25:29
AV-2409;AnalogValue;2409;ZoneModule 15 VAV Supply 2 Min. Air Flow ;10;;06.12.2022;14:25:29
AV-2410;AnalogValue;2410;ZoneModule 15 VAV Supply 2 Max. Air Flow ;100;;06.12.2022;14:25:29
AV-2411;AnalogValue;2411;ZoneModule 15 VAV Extract Min. Air Flow ;50;;06.12.2022;14:25:29
AV-2412;AnalogValue;2412;ZoneModule 15 VAV Extract Max. Air Flow ;175;;06.12.2022;14:25:29
AV-2413;AnalogValue;2413;ZoneModule 15 VAV Supply 1 Nominal Air Flow ;270;;06.12.2022;14:25:29
AV-2414;AnalogValue;2414;ZoneModule 15 VAV Supply 2 Nominal Air Flow ;100;;06.12.2022;14:25:29
AV-2415;AnalogValue;2415;ZoneModule 15 VAV Extract Nominal Air Flow ;270;;06.12.2022;14:25:29
AV-2416;AnalogValue;2416;ZoneModule 15 Room Panel Low Air Flow ;20;;06.12.2022;14:25:29
AV-2417;AnalogValue;2417;ZoneModule 15 Room Panel High Air Flow ;90;;06.12.2022;14:25:29
AV-2418;AnalogValue;2418;ZoneModule 15 Room Panel Override Timeout ;60;;06.12.2022;14:25:29
AV-2419;AnalogValue;2419;ZoneModule 15 Heat Valve Max. Flow ;198;;06.12.2022;14:25:29
AV-2420;AnalogValue;2420;ZoneModule 15 Cool Valve Max. Flow ;252;;06.12.2022;14:25:29
AV-2421;AnalogValue;2421;ZoneModule 15 Operation Mode from BMS ;0;;06.12.2022;14:25:29
AV-2501;AnalogValue;2501;ZoneModule 16 Room Temperature Setpoint ;21;;06.12.2022;14:25:29
AV-2502;AnalogValue;2502;ZoneModule 16 Minimum Supply Temperature ;15;;06.12.2022;14:25:29
AV-2503;AnalogValue;2503;ZoneModule 16 Maximum Supply Temperature ;40;;06.12.2022;14:25:29
AV-2504;AnalogValue;2504;ZoneModule 16 Room CO2 Setpoint ;800;;06.12.2022;14:25:29
AV-2505;AnalogValue;2505;ZoneModule 16 Room RH Setpoint ;70;;06.12.2022;14:25:29
AV-2506;AnalogValue;2506;ZoneModule 16 VAV Supply PIR Min. Air Flow ;20;;06.12.2022;14:25:29
AV-2507;AnalogValue;2507;ZoneModule 16 VAV Supply 1 Min. Air Flow ;50;;06.12.2022;14:25:29
AV-2508;AnalogValue;2508;ZoneModule 16 VAV Supply 1 Max. Air Flow ;175;;06.12.2022;14:25:29
AV-2509;AnalogValue;2509;ZoneModule 16 VAV Supply 2 Min. Air Flow ;10;;06.12.2022;14:25:29
AV-2510;AnalogValue;2510;ZoneModule 16 VAV Supply 2 Max. Air Flow ;100;;06.12.2022;14:25:29
AV-2511;AnalogValue;2511;ZoneModule 16 VAV Extract Min. Air Flow ;50;;06.12.2022;14:25:29
AV-2512;AnalogValue;2512;ZoneModule 16 VAV Extract Max. Air Flow ;175;;06.12.2022;14:25:29
AV-2513;AnalogValue;2513;ZoneModule 16 VAV Supply 1 Nominal Air Flow ;270;;06.12.2022;14:25:29
AV-2514;AnalogValue;2514;ZoneModule 16 VAV Supply 2 Nominal Air Flow ;100;;06.12.2022;14:25:29
AV-2515;AnalogValue;2515;ZoneModule 16 VAV Extract Nominal Air Flow ;100;;06.12.2022;14:25:29
AV-2516;AnalogValue;2516;ZoneModule 16 Room Panel Low Air Flow ;20;;06.12.2022;14:25:29
AV-2517;AnalogValue;2517;ZoneModule 16 Room Panel High Air Flow ;90;;06.12.2022;14:25:29
AV-2518;AnalogValue;2518;ZoneModule 16 Room Panel Override Timeout ;60;;06.12.2022;14:25:29
AV-2519;AnalogValue;2519;ZoneModule 16 Heat Valve Max. Flow ;198;;06.12.2022;14:25:29
AV-2520;AnalogValue;2520;ZoneModule 16 Cool Valve Max. Flow ;252;;06.12.2022;14:25:29
AV-2521;AnalogValue;2521;ZoneModule 16 Operation Mode from BMS ;0;;06.12.2022;14:25:29
AV-2601;AnalogValue;2601;ZoneModule 17 Room Temperature Setpoint ;21;;06.12.2022;14:25:29
AV-2602;AnalogValue;2602;ZoneModule 17 Minimum Supply Temperature ;15;;06.12.2022;14:25:29
AV-2603;AnalogValue;2603;ZoneModule 17 Maximum Supply Temperature ;40;;06.12.2022;14:25:29
AV-2604;AnalogValue;2604;ZoneModule 17 Room CO2 Setpoint ;800;;06.12.2022;14:25:29
AV-2605;AnalogValue;2605;ZoneModule 17 Room RH Setpoint ;70;;06.12.2022;14:25:29
AV-2606;AnalogValue;2606;ZoneModule 17 VAV Supply PIR Min. Air Flow ;20;;06.12.2022;14:25:29
AV-2607;AnalogValue;2607;ZoneModule 17 VAV Supply 1 Min. Air Flow ;50;;06.12.2022;14:25:29
AV-2608;AnalogValue;2608;ZoneModule 17 VAV Supply 1 Max. Air Flow ;175;;06.12.2022;14:25:29
AV-2609;AnalogValue;2609;ZoneModule 17 VAV Supply 2 Min. Air Flow ;10;;06.12.2022;14:25:29
AV-2610;AnalogValue;2610;ZoneModule 17 VAV Supply 2 Max. Air Flow ;100;;06.12.2022;14:25:29
AV-2611;AnalogValue;2611;ZoneModule 17 VAV Extract Min. Air Flow ;50;;06.12.2022;14:25:29
AV-2612;AnalogValue;2612;ZoneModule 17 VAV Extract Max. Air Flow ;175;;06.12.2022;14:25:29
AV-2613;AnalogValue;2613;ZoneModule 17 VAV Supply 1 Nominal Air Flow ;270;;06.12.2022;14:25:29
AV-2614;AnalogValue;2614;ZoneModule 17 VAV Supply 2 Nominal Air Flow ;100;;06.12.2022;14:25:29
AV-2615;AnalogValue;2615;ZoneModule 17 VAV Extract Nominal Air Flow ;270;;06.12.2022;14:25:29
AV-2616;AnalogValue;2616;ZoneModule 17 Room Panel Low Air Flow ;20;;06.12.2022;14:25:29
AV-2617;AnalogValue;2617;ZoneModule 17 Room Panel High Air Flow ;90;;06.12.2022;14:25:29
AV-2618;AnalogValue;2618;ZoneModule 17 Room Panel Override Timeout ;60;;06.12.2022;14:25:29
AV-2619;AnalogValue;2619;ZoneModule 17 Heat Valve Max. Flow ;198;;06.12.2022;14:25:29
AV-2620;AnalogValue;2620;ZoneModule 17 Cool Valve Max. Flow ;252;;06.12.2022;14:25:29
AV-2621;AnalogValue;2621;ZoneModule 17 Operation Mode from BMS ;0;;06.12.2022;14:25:29
AV-2701;AnalogValue;2701;ZoneModule 18 Room Temperature Setpoint ;21;;06.12.2022;14:25:29
AV-2702;AnalogValue;2702;ZoneModule 18 Minimum Supply Temperature ;15;;06.12.2022;14:25:29
AV-2703;AnalogValue;2703;ZoneModule 18 Maximum Supply Temperature ;40;;06.12.2022;14:25:29
AV-2704;AnalogValue;2704;ZoneModule 18 Room CO2 Setpoint ;800;;06.12.2022;14:25:29
AV-2705;AnalogValue;2705;ZoneModule 18 Room RH Setpoint ;70;;06.12.2022;14:25:29
AV-2706;AnalogValue;2706;ZoneModule 18 VAV Supply PIR Min. Air Flow ;20;;06.12.2022;14:25:29
AV-2707;AnalogValue;2707;ZoneModule 18 VAV Supply 1 Min. Air Flow ;50;;06.12.2022;14:25:29
AV-2708;AnalogValue;2708;ZoneModule 18 VAV Supply 1 Max. Air Flow ;175;;06.12.2022;14:25:29
AV-2709;AnalogValue;2709;ZoneModule 18 VAV Supply 2 Min. Air Flow ;10;;06.12.2022;14:25:29
AV-2710;AnalogValue;2710;ZoneModule 18 VAV Supply 2 Max. Air Flow ;100;;06.12.2022;14:25:29
AV-2711;AnalogValue;2711;ZoneModule 18 VAV Extract Min. Air Flow ;50;;06.12.2022;14:25:29
AV-2712;AnalogValue;2712;ZoneModule 18 VAV Extract Max. Air Flow ;175;;06.12.2022;14:25:29
AV-2713;AnalogValue;2713;ZoneModule 18 VAV Supply 1 Nominal Air Flow ;270;;06.12.2022;14:25:29
AV-2714;AnalogValue;2714;ZoneModule 18 VAV Supply 2 Nominal Air Flow ;100;;06.12.2022;14:25:29
AV-2715;AnalogValue;2715;ZoneModule 18 VAV Extract Nominal Air Flow ;270;;06.12.2022;14:25:29
AV-2716;AnalogValue;2716;ZoneModule 18 Room Panel Low Air Flow ;20;;06.12.2022;14:25:29
AV-2717;AnalogValue;2717;ZoneModule 18 Room Panel High Air Flow ;90;;06.12.2022;14:25:29
AV-2718;AnalogValue;2718;ZoneModule 18 Room Panel Override Timeout ;60;;06.12.2022;14:25:29
AV-2719;AnalogValue;2719;ZoneModule 18 Heat Valve Max. Flow ;198;;06.12.2022;14:25:29
AV-2720;AnalogValue;2720;ZoneModule 18 Cool Valve Max. Flow ;252;;06.12.2022;14:25:29
AV-2721;AnalogValue;2721;ZoneModule 18 Operation Mode from BMS ;0;;06.12.2022;14:25:29
AV-2801;AnalogValue;2801;ZoneModule 19 Room Temperature Setpoint ;21;;06.12.2022;14:25:29
AV-2802;AnalogValue;2802;ZoneModule 19 Minimum Supply Temperature ;15;;06.12.2022;14:25:29
AV-2803;AnalogValue;2803;ZoneModule 19 Maximum Supply Temperature ;40;;06.12.2022;14:25:29
AV-2804;AnalogValue;2804;ZoneModule 19 Room CO2 Setpoint ;800;;06.12.2022;14:25:29
AV-2805;AnalogValue;2805;ZoneModule 19 Room RH Setpoint ;70;;06.12.2022;14:25:29
AV-2806;AnalogValue;2806;ZoneModule 19 VAV Supply PIR Min. Air Flow ;20;;06.12.2022;14:25:29
AV-2807;AnalogValue;2807;ZoneModule 19 VAV Supply 1 Min. Air Flow ;50;;06.12.2022;14:25:29
AV-2808;AnalogValue;2808;ZoneModule 19 VAV Supply 1 Max. Air Flow ;175;;06.12.2022;14:25:29
AV-2809;AnalogValue;2809;ZoneModule 19 VAV Supply 2 Min. Air Flow ;10;;06.12.2022;14:25:29
AV-2810;AnalogValue;2810;ZoneModule 19 VAV Supply 2 Max. Air Flow ;100;;06.12.2022;14:25:29
AV-2811;AnalogValue;2811;ZoneModule 19 VAV Extract Min. Air Flow ;50;;06.12.2022;14:25:29
AV-2812;AnalogValue;2812;ZoneModule 19 VAV Extract Max. Air Flow ;175;;06.12.2022;14:25:29
AV-2813;AnalogValue;2813;ZoneModule 19 VAV Supply 1 Nominal Air Flow ;270;;06.12.2022;14:25:29
AV-2814;AnalogValue;2814;ZoneModule 19 VAV Supply 2 Nominal Air Flow ;100;;06.12.2022;14:25:29
AV-2815;AnalogValue;2815;ZoneModule 19 VAV Extract Nominal Air Flow ;270;;06.12.2022;14:25:29
AV-2816;AnalogValue;2816;ZoneModule 19 Room Panel Low Air Flow ;20;;06.12.2022;14:25:29
AV-2817;AnalogValue;2817;ZoneModule 19 Room Panel High Air Flow ;90;;06.12.2022;14:25:29
AV-2818;AnalogValue;2818;ZoneModule 19 Room Panel Override Timeout ;60;;06.12.2022;14:25:29
AV-2819;AnalogValue;2819;ZoneModule 19 Heat Valve Max. Flow ;198;;06.12.2022;14:25:29
AV-2820;AnalogValue;2820;ZoneModule 19 Cool Valve Max. Flow ;252;;06.12.2022;14:25:29
AV-2821;AnalogValue;2821;ZoneModule 19 Operation Mode from BMS ;0;;06.12.2022;14:25:29
AV-2901;AnalogValue;2901;ZoneModule 20 Room Temperature Setpoint ;21;;06.12.2022;14:25:29
AV-2902;AnalogValue;2902;ZoneModule 20 Minimum Supply Temperature ;15;;06.12.2022;14:25:29
AV-2903;AnalogValue;2903;ZoneModule 20 Maximum Supply Temperature ;40;;06.12.2022;14:25:29
AV-2904;AnalogValue;2904;ZoneModule 20 Room CO2 Setpoint ;800;;06.12.2022;14:25:29
AV-2905;AnalogValue;2905;ZoneModule 20 Room RH Setpoint ;70;;06.12.2022;14:25:29
AV-2906;AnalogValue;2906;ZoneModule 20 VAV Supply PIR Min. Air Flow ;20;;06.12.2022;14:25:29
AV-2907;AnalogValue;2907;ZoneModule 20 VAV Supply 1 Min. Air Flow ;50;;06.12.2022;14:25:29
AV-2908;AnalogValue;2908;ZoneModule 20 VAV Supply 1 Max. Air Flow ;175;;06.12.2022;14:25:29
AV-2909;AnalogValue;2909;ZoneModule 20 VAV Supply 2 Min. Air Flow ;10;;06.12.2022;14:25:29
AV-2910;AnalogValue;2910;ZoneModule 20 VAV Supply 2 Max. Air Flow ;100;;06.12.2022;14:25:29
AV-2911;AnalogValue;2911;ZoneModule 20 VAV Extract Min. Air Flow ;50;;06.12.2022;14:25:29
AV-2912;AnalogValue;2912;ZoneModule 20 VAV Extract Max. Air Flow ;175;;06.12.2022;14:25:29
AV-2913;AnalogValue;2913;ZoneModule 20 VAV Supply 1 Nominal Air Flow ;270;;06.12.2022;14:25:29
AV-2914;AnalogValue;2914;ZoneModule 20 VAV Supply 2 Nominal Air Flow ;100;;06.12.2022;14:25:29
AV-2915;AnalogValue;2915;ZoneModule 20 VAV Extract Nominal Air Flow ;100;;06.12.2022;14:25:29
AV-2916;AnalogValue;2916;ZoneModule 20 Room Panel Low Air Flow ;20;;06.12.2022;14:25:29
AV-2917;AnalogValue;2917;ZoneModule 20 Room Panel High Air Flow ;90;;06.12.2022;14:25:29
AV-2918;AnalogValue;2918;ZoneModule 20 Room Panel Override Timeout ;60;;06.12.2022;14:25:29
AV-2919;AnalogValue;2919;ZoneModule 20 Heat Valve Max. Flow ;198;;06.12.2022;14:25:29
AV-2920;AnalogValue;2920;ZoneModule 20 Cool Valve Max. Flow ;252;;06.12.2022;14:25:29
AV-2921;AnalogValue;2921;ZoneModule 20 Operation Mode from BMS ;0;;06.12.2022;14:25:29
AV-3001;AnalogValue;3001;ZoneModule 21 Room Temperature Setpoint ;21;;06.12.2022;14:25:29
AV-3002;AnalogValue;3002;ZoneModule 21 Minimum Supply Temperature ;15;;06.12.2022;14:25:29
