Index;Obj.Type;Object Id;Obj.Name;Value;Description;Datum;Uhrzeit
AV-3003;AnalogValue;3003;ZoneModule 21 Maximum Supply Temperature ;40;;06.12.2022;14:25:29
AV-3004;AnalogValue;3004;ZoneModule 21 Room CO2 Setpoint ;800;;06.12.2022;14:25:29
AV-3005;AnalogValue;3005;ZoneModule 21 Room RH Setpoint ;70;;06.12.2022;14:25:29
AV-3006;AnalogValue;3006;ZoneModule 21 VAV Supply PIR Min. Air Flow ;20;;06.12.2022;14:25:29
AV-3007;AnalogValue;3007;ZoneModule 21 VAV Supply 1 Min. Air Flow ;50;;06.12.2022;14:25:29
AV-3008;AnalogValue;3008;ZoneModule 21 VAV Supply 1 Max. Air Flow ;175;;06.12.2022;14:25:29
AV-3009;AnalogValue;3009;ZoneModule 21 VAV Supply 2 Min. Air Flow ;10;;06.12.2022;14:25:29
AV-3010;AnalogValue;3010;ZoneModule 21 VAV Supply 2 Max. Air Flow ;100;;06.12.2022;14:25:29
AV-3011;AnalogValue;3011;ZoneModule 21 VAV Extract Min. Air Flow ;50;;06.12.2022;14:25:29
AV-3012;AnalogValue;3012;ZoneModule 21 VAV Extract Max. Air Flow ;175;;06.12.2022;14:25:29
AV-3013;AnalogValue;3013;ZoneModule 21 VAV Supply 1 Nominal Air Flow ;270;;06.12.2022;14:25:29
AV-3014;AnalogValue;3014;ZoneModule 21 VAV Supply 2 Nominal Air Flow ;100;;06.12.2022;14:25:29
AV-3015;AnalogValue;3015;ZoneModule 21 VAV Extract Nominal Air Flow ;100;;06.12.2022;14:25:29
AV-3016;AnalogValue;3016;ZoneModule 21 Room Panel Low Air Flow ;20;;06.12.2022;14:25:29
AV-3017;AnalogValue;3017;ZoneModule 21 Room Panel High Air Flow ;90;;06.12.2022;14:25:29
AV-3018;AnalogValue;3018;ZoneModule 21 Room Panel Override Timeout ;60;;06.12.2022;14:25:29
AV-3019;AnalogValue;3019;ZoneModule 21 Heat Valve Max. Flow ;198;;06.12.2022;14:25:29
AV-3020;AnalogValue;3020;ZoneModule 21 Cool Valve Max. Flow ;252;;06.12.2022;14:25:29
AV-3021;AnalogValue;3021;ZoneModule 21 Operation Mode from BMS ;0;;06.12.2022;14:25:29
AV-3101;AnalogValue;3101;ZoneModule 22 Room Temperature Setpoint ;21;;06.12.2022;14:25:29
AV-3102;AnalogValue;3102;ZoneModule 22 Minimum Supply Temperature ;15;;06.12.2022;14:25:29
AV-3103;AnalogValue;3103;ZoneModule 22 Maximum Supply Temperature ;40;;06.12.2022;14:25:29
AV-3104;AnalogValue;3104;ZoneModule 22 Room CO2 Setpoint ;800;;06.12.2022;14:25:29
AV-3105;AnalogValue;3105;ZoneModule 22 Room RH Setpoint ;70;;06.12.2022;14:25:29
AV-3106;AnalogValue;3106;ZoneModule 22 VAV Supply PIR Min. Air Flow ;20;;06.12.2022;14:25:29
AV-3107;AnalogValue;3107;ZoneModule 22 VAV Supply 1 Min. Air Flow ;50;;06.12.2022;14:25:29
AV-3108;AnalogValue;3108;ZoneModule 22 VAV Supply 1 Max. Air Flow ;175;;06.12.2022;14:25:29
AV-3109;AnalogValue;3109;ZoneModule 22 VAV Supply 2 Min. Air Flow ;10;;06.12.2022;14:25:29
AV-3110;AnalogValue;3110;ZoneModule 22 VAV Supply 2 Max. Air Flow ;100;;06.12.2022;14:25:29
AV-3111;AnalogValue;3111;ZoneModule 22 VAV Extract Min. Air Flow ;50;;06.12.2022;14:25:29
AV-3112;AnalogValue;3112;ZoneModule 22 VAV Extract Max. Air Flow ;175;;06.12.2022;14:25:29
AV-3113;AnalogValue;3113;ZoneModule 22 VAV Supply 1 Nominal Air Flow ;270;;06.12.2022;14:25:29
AV-3114;AnalogValue;3114;ZoneModule 22 VAV Supply 2 Nominal Air Flow ;100;;06.12.2022;14:25:29
AV-3115;AnalogValue;3115;ZoneModule 22 VAV Extract Nominal Air Flow ;270;;06.12.2022;14:25:29
AV-3116;AnalogValue;3116;ZoneModule 22 Room Panel Low Air Flow ;20;;06.12.2022;14:25:29
AV-3117;AnalogValue;3117;ZoneModule 22 Room Panel High Air Flow ;90;;06.12.2022;14:25:29
AV-3118;AnalogValue;3118;ZoneModule 22 Room Panel Override Timeout ;60;;06.12.2022;14:25:29
AV-3119;AnalogValue;3119;ZoneModule 22 Heat Valve Max. Flow ;198;;06.12.2022;14:25:29
AV-3120;AnalogValue;3120;ZoneModule 22 Cool Valve Max. Flow ;252;;06.12.2022;14:25:29
AV-3121;AnalogValue;3121;ZoneModule 22 Operation Mode from BMS ;0;;06.12.2022;14:25:29
AV-3201;AnalogValue;3201;ZoneModule 23 Room Temperature Setpoint ;21;;06.12.2022;14:25:29
AV-3202;AnalogValue;3202;ZoneModule 23 Minimum Supply Temperature ;15;;06.12.2022;14:25:29
AV-3203;AnalogValue;3203;ZoneModule 23 Maximum Supply Temperature ;40;;06.12.2022;14:25:29
AV-3204;AnalogValue;3204;ZoneModule 23 Room CO2 Setpoint ;800;;06.12.2022;14:25:29
AV-3205;AnalogValue;3205;ZoneModule 23 Room RH Setpoint ;70;;06.12.2022;14:25:29
AV-3206;AnalogValue;3206;ZoneModule 23 VAV Supply PIR Min. Air Flow ;34;;06.12.2022;14:25:29
AV-3207;AnalogValue;3207;ZoneModule 23 VAV Supply 1 Min. Air Flow ;10;;06.12.2022;14:25:29
AV-3208;AnalogValue;3208;ZoneModule 23 VAV Supply 1 Max. Air Flow ;100;;06.12.2022;14:25:29
AV-3209;AnalogValue;3209;ZoneModule 23 VAV Supply 2 Min. Air Flow ;10;;06.12.2022;14:25:29
AV-3210;AnalogValue;3210;ZoneModule 23 VAV Supply 2 Max. Air Flow ;100;;06.12.2022;14:25:29
AV-3211;AnalogValue;3211;ZoneModule 23 VAV Extract Min. Air Flow ;10;;06.12.2022;14:25:29
AV-3212;AnalogValue;3212;ZoneModule 23 VAV Extract Max. Air Flow ;100;;06.12.2022;14:25:29
AV-3213;AnalogValue;3213;ZoneModule 23 VAV Supply 1 Nominal Air Flow ;100;;06.12.2022;14:25:29
AV-3214;AnalogValue;3214;ZoneModule 23 VAV Supply 2 Nominal Air Flow ;100;;06.12.2022;14:25:29
AV-3215;AnalogValue;3215;ZoneModule 23 VAV Extract Nominal Air Flow ;100;;06.12.2022;14:25:29
AV-3216;AnalogValue;3216;ZoneModule 23 Room Panel Low Air Flow ;20;;06.12.2022;14:25:29
AV-3217;AnalogValue;3217;ZoneModule 23 Room Panel High Air Flow ;90;;06.12.2022;14:25:29
AV-3218;AnalogValue;3218;ZoneModule 23 Room Panel Override Timeout ;60;;06.12.2022;14:25:29
AV-3219;AnalogValue;3219;ZoneModule 23 Heat Valve Max. Flow ;100;;06.12.2022;14:25:29
AV-3220;AnalogValue;3220;ZoneModule 23 Cool Valve Max. Flow ;100;;06.12.2022;14:25:29
AV-3221;AnalogValue;3221;ZoneModule 23 Operation Mode from BMS ;0;;06.12.2022;14:25:29
AV-3301;AnalogValue;3301;ZoneModule 24 Room Temperature Setpoint ;21;;06.12.2022;14:25:29
AV-3302;AnalogValue;3302;ZoneModule 24 Minimum Supply Temperature ;15;;06.12.2022;14:25:29
AV-3303;AnalogValue;3303;ZoneModule 24 Maximum Supply Temperature ;40;;06.12.2022;14:25:29
AV-3304;AnalogValue;3304;ZoneModule 24 Room CO2 Setpoint ;800;;06.12.2022;14:25:29
AV-3305;AnalogValue;3305;ZoneModule 24 Room RH Setpoint ;70;;06.12.2022;14:25:29
AV-3306;AnalogValue;3306;ZoneModule 24 VAV Supply PIR Min. Air Flow ;34;;06.12.2022;14:25:29
AV-3307;AnalogValue;3307;ZoneModule 24 VAV Supply 1 Min. Air Flow ;10;;06.12.2022;14:25:29
AV-3308;AnalogValue;3308;ZoneModule 24 VAV Supply 1 Max. Air Flow ;100;;06.12.2022;14:25:29
AV-3309;AnalogValue;3309;ZoneModule 24 VAV Supply 2 Min. Air Flow ;10;;06.12.2022;14:25:29
AV-3310;AnalogValue;3310;ZoneModule 24 VAV Supply 2 Max. Air Flow ;100;;06.12.2022;14:25:29
AV-3311;AnalogValue;3311;ZoneModule 24 VAV Extract Min. Air Flow ;10;;06.12.2022;14:25:29
AV-3312;AnalogValue;3312;ZoneModule 24 VAV Extract Max. Air Flow ;100;;06.12.2022;14:25:29
AV-3313;AnalogValue;3313;ZoneModule 24 VAV Supply 1 Nominal Air Flow ;100;;06.12.2022;14:25:29
AV-3314;AnalogValue;3314;ZoneModule 24 VAV Supply 2 Nominal Air Flow ;100;;06.12.2022;14:25:29
AV-3315;AnalogValue;3315;ZoneModule 24 VAV Extract Nominal Air Flow ;100;;06.12.2022;14:25:29
AV-3316;AnalogValue;3316;ZoneModule 24 Room Panel Low Air Flow ;20;;06.12.2022;14:25:29
AV-3317;AnalogValue;3317;ZoneModule 24 Room Panel High Air Flow ;90;;06.12.2022;14:25:29
AV-3318;AnalogValue;3318;ZoneModule 24 Room Panel Override Timeout ;60;;06.12.2022;14:25:29
AV-3319;AnalogValue;3319;ZoneModule 24 Heat Valve Max. Flow ;100;;06.12.2022;14:25:29
AV-3320;AnalogValue;3320;ZoneModule 24 Cool Valve Max. Flow ;100;;06.12.2022;14:25:29
AV-3321;AnalogValue;3321;ZoneModule 24 Operation Mode from BMS ;0;;06.12.2022;14:25:29
AV-3401;AnalogValue;3401;ZoneModule 25 Room Temperature Setpoint ;21;;06.12.2022;14:25:29
AV-3402;AnalogValue;3402;ZoneModule 25 Minimum Supply Temperature ;15;;06.12.2022;14:25:29
AV-3403;AnalogValue;3403;ZoneModule 25 Maximum Supply Temperature ;40;;06.12.2022;14:25:29
AV-3404;AnalogValue;3404;ZoneModule 25 Room CO2 Setpoint ;800;;06.12.2022;14:25:29
AV-3405;AnalogValue;3405;ZoneModule 25 Room RH Setpoint ;70;;06.12.2022;14:25:29
AV-3406;AnalogValue;3406;ZoneModule 25 VAV Supply PIR Min. Air Flow ;34;;06.12.2022;14:25:29
AV-3407;AnalogValue;3407;ZoneModule 25 VAV Supply 1 Min. Air Flow ;10;;06.12.2022;14:25:29
AV-3408;AnalogValue;3408;ZoneModule 25 VAV Supply 1 Max. Air Flow ;100;;06.12.2022;14:25:29
AV-3409;AnalogValue;3409;ZoneModule 25 VAV Supply 2 Min. Air Flow ;10;;06.12.2022;14:25:29
AV-3410;AnalogValue;3410;ZoneModule 25 VAV Supply 2 Max. Air Flow ;100;;06.12.2022;14:25:29
AV-3411;AnalogValue;3411;ZoneModule 25 VAV Extract Min. Air Flow ;10;;06.12.2022;14:25:29
AV-3412;AnalogValue;3412;ZoneModule 25 VAV Extract Max. Air Flow ;100;;06.12.2022;14:25:29
AV-3413;AnalogValue;3413;ZoneModule 25 VAV Supply 1 Nominal Air Flow ;100;;06.12.2022;14:25:29
AV-3414;AnalogValue;3414;ZoneModule 25 VAV Supply 2 Nominal Air Flow ;100;;06.12.2022;14:25:29
AV-3415;AnalogValue;3415;ZoneModule 25 VAV Extract Nominal Air Flow ;100;;06.12.2022;14:25:29
AV-3416;AnalogValue;3416;ZoneModule 25 Room Panel Low Air Flow ;20;;06.12.2022;14:25:29
AV-3417;AnalogValue;3417;ZoneModule 25 Room Panel High Air Flow ;90;;06.12.2022;14:25:29
AV-3418;AnalogValue;3418;ZoneModule 25 Room Panel Override Timeout ;60;;06.12.2022;14:25:29
AV-3419;AnalogValue;3419;ZoneModule 25 Heat Valve Max. Flow ;100;;06.12.2022;14:25:29
AV-3420;AnalogValue;3420;ZoneModule 25 Cool Valve Max. Flow ;100;;06.12.2022;14:25:29
AV-3421;AnalogValue;3421;ZoneModule 25 Operation Mode from BMS ;0;;06.12.2022;14:25:29
AI-100;AnalogInput;100;AHU Supply Fan Setpoint ;100;;06.12.2022;14:25:29
AI-101;AnalogInput;101;AHU Extract Fan Setpoint ;100;;06.12.2022;14:25:29
AI-102;AnalogInput;102;AHU Supply Air Temp Setpoint ;20,93;;06.12.2022;14:25:29
AI-103;AnalogInput;103;AHU Cooling Pump Setpoint ;100;;06.12.2022;14:25:29
AI-104;AnalogInput;104;AHU status ;0;;06.12.2022;14:25:29
AI-105;AnalogInput;105;AHU Supply Fan Alarm Status ;0;;06.12.2022;14:25:29
AI-106;AnalogInput;106;AHU Extract Fan Alarm Status ;0;;06.12.2022;14:25:29
AI-107;AnalogInput;107;Combined Cooling Water Temp Value ;0;;06.12.2022;14:25:29
AI-108;AnalogInput;108;Combined Outdoor Temp Value ;0;;06.12.2022;14:25:29
AI-109;AnalogInput;109;Section Master Alarm Status ;0;;06.12.2022;14:25:29
AI-110;AnalogInput;110;Section ZoneModule Alarm Status ;1;;06.12.2022;14:25:29
AI-111;AnalogInput;111;ZoneMaster Operation Mode ;3;;06.12.2022;14:25:29
AI-112;AnalogInput;112;Actual Summer/Winter Compensation ;0;;06.12.2022;14:25:29
AI-300;AnalogInput;300;Number Of Zonemodules ;21;;06.12.2022;14:25:29
AI-301;AnalogInput;301;Section Supply Damper Max Position ;100;;06.12.2022;14:25:29
AI-302;AnalogInput;302;Section Extract Damper Max Position ;100;;06.12.2022;14:25:29
AI-303;AnalogInput;303;Section Heat Valve Max Position ;34,38;;06.12.2022;14:25:29
AI-304;AnalogInput;304;Section Cool Valve Max Position ;99,67;;06.12.2022;14:25:29
AI-305;AnalogInput;305;Section Minimum Temperature Setpoint ;20,93;;06.12.2022;14:25:29
AI-306;AnalogInput;306;Section Cooling Requirement ;0;;06.12.2022;14:25:29
AI-1000;AnalogInput;1000;ZoneModule 1 Status ;1;;06.12.2022;14:25:29
AI-1001;AnalogInput;1001;ZoneModule 1 VAV Supply 1 Actuator Setpoint % ;100;;06.12.2022;14:25:29
AI-1002;AnalogInput;1002;ZoneModule 1 VAV Supply 1 Actual Flow ;177;;06.12.2022;14:25:29
AI-1003;AnalogInput;1003;ZoneModule 1 VAV Supply 2 Actuator Setpoint % ;0;;06.12.2022;14:25:29
AI-1004;AnalogInput;1004;ZoneModule 1 VAV Supply 2 Actual Flow ;0;;06.12.2022;14:25:29
AI-1005;AnalogInput;1005;ZoneModule 1 VAV Extract Actuator Setpoint % ;100;;06.12.2022;14:25:29
AI-1006;AnalogInput;1006;ZoneModule 1 VAV Extract Actual Flow ;175;;06.12.2022;14:25:29
AI-1007;AnalogInput;1007;ZoneModule 1 Heating Valve Setpoint % ;0;;06.12.2022;14:25:29
AI-1008;AnalogInput;1008;ZoneModule 1 Cooling Valve Setpoint % ;100;;06.12.2022;14:25:29
AI-1009;AnalogInput;1009;ZoneModule 1 Room Temperature Actual Value ;21,51;;06.12.2022;14:25:29
AI-1010;AnalogInput;1010;ZoneModule 1 Supply Temperature Actual Value ;0;;06.12.2022;14:25:29
AI-1011;AnalogInput;1011;ZoneModule 1 Remote Setpoint Offset Actual Value ;-0,07;;06.12.2022;14:25:29
AI-1012;AnalogInput;1012;ZoneModule 1 CO2/VOC  Actual Value ;408;;06.12.2022;14:25:29
AI-1013;AnalogInput;1013;ZoneModule 1 RH Actual Value ;5;;06.12.2022;14:25:29
AI-1014;AnalogInput;1014;ZoneModule 1 Room Temperature Actual Setpoint ;20,93;;06.12.2022;14:25:29
AI-1015;AnalogInput;1015;ZoneModule 1 Room Panel Air Mode ;0;;06.12.2022;14:25:29
AI-1016;AnalogInput;1016;ZoneModule 1 Heating Valve Actual Flow ;0;;06.12.2022;14:25:29
AI-1017;AnalogInput;1017;ZoneModule 1 Cooling Valve Actual Flow ;0;;06.12.2022;14:25:29
AI-1018;AnalogInput;1018;ZoneModule 1 VAV Supply 1 Actual Damper pos. % ;88,2;;06.12.2022;14:25:29
AI-1019;AnalogInput;1019;ZoneModule 1 VAV Supply 2 Actual Damper pos. % ;0;;06.12.2022;14:25:29
AI-1020;AnalogInput;1020;ZoneModule 1 VAV Extract Actual Damper pos. % ;77,28;;06.12.2022;14:25:29
AI-1100;AnalogInput;1100;ZoneModule 2 Status ;1;;06.12.2022;14:25:29
AI-1101;AnalogInput;1101;ZoneModule 2 VAV Supply 1 Actuator Setpoint % ;100;;06.12.2022;14:25:29
AI-1102;AnalogInput;1102;ZoneModule 2 VAV Supply 1 Actual Flow ;178;;06.12.2022;14:25:29
AI-1103;AnalogInput;1103;ZoneModule 2 VAV Supply 2 Actuator Setpoint % ;0;;06.12.2022;14:25:29
AI-1104;AnalogInput;1104;ZoneModule 2 VAV Supply 2 Actual Flow ;0;;06.12.2022;14:25:29
AI-1105;AnalogInput;1105;ZoneModule 2 VAV Extract Actuator Setpoint % ;100;;06.12.2022;14:25:29
AI-1106;AnalogInput;1106;ZoneModule 2 VAV Extract Actual Flow ;176;;06.12.2022;14:25:29
AI-1107;AnalogInput;1107;ZoneModule 2 Heating Valve Setpoint % ;0;;06.12.2022;14:25:29
AI-1108;AnalogInput;1108;ZoneModule 2 Cooling Valve Setpoint % ;100;;06.12.2022;14:25:29
AI-1109;AnalogInput;1109;ZoneModule 2 Room Temperature Actual Value ;21,5;;06.12.2022;14:25:29
AI-1110;AnalogInput;1110;ZoneModule 2 Supply Temperature Actual Value ;0;;06.12.2022;14:25:29
AI-1111;AnalogInput;1111;ZoneModule 2 Remote Setpoint Offset Actual Value ;-0,05;;06.12.2022;14:25:29
AI-1112;AnalogInput;1112;ZoneModule 2 CO2/VOC  Actual Value ;100;;06.12.2022;14:25:29
AI-1113;AnalogInput;1113;ZoneModule 2 RH Actual Value ;5;;06.12.2022;14:25:29
AI-1114;AnalogInput;1114;ZoneModule 2 Room Temperature Actual Setpoint ;20,95;;06.12.2022;14:25:29
AI-1115;AnalogInput;1115;ZoneModule 2 Room Panel Air Mode ;0;;06.12.2022;14:25:29
AI-1116;AnalogInput;1116;ZoneModule 2 Heating Valve Actual Flow ;0;;06.12.2022;14:25:29
AI-1117;AnalogInput;1117;ZoneModule 2 Cooling Valve Actual Flow ;0;;06.12.2022;14:25:29
AI-1118;AnalogInput;1118;ZoneModule 2 VAV Supply 1 Actual Damper pos. % ;90,14;;06.12.2022;14:25:29
AI-1119;AnalogInput;1119;ZoneModule 2 VAV Supply 2 Actual Damper pos. % ;0;;06.12.2022;14:25:29
AI-1120;AnalogInput;1120;ZoneModule 2 VAV Extract Actual Damper pos. % ;78,50999;;06.12.2022;14:25:29
AI-1200;AnalogInput;1200;ZoneModule 3 Status ;1;;06.12.2022;14:25:29
AI-1201;AnalogInput;1201;ZoneModule 3 VAV Supply 1 Actuator Setpoint % ;0;;06.12.2022;14:25:29
AI-1202;AnalogInput;1202;ZoneModule 3 VAV Supply 1 Actual Flow ;0;;06.12.2022;14:25:29
AI-1203;AnalogInput;1203;ZoneModule 3 VAV Supply 2 Actuator Setpoint % ;0;;06.12.2022;14:25:29
AI-1204;AnalogInput;1204;ZoneModule 3 VAV Supply 2 Actual Flow ;0;;06.12.2022;14:25:29
AI-1205;AnalogInput;1205;ZoneModule 3 VAV Extract Actuator Setpoint % ;0;;06.12.2022;14:25:29
AI-1206;AnalogInput;1206;ZoneModule 3 VAV Extract Actual Flow ;0;;06.12.2022;14:25:29
AI-1207;AnalogInput;1207;ZoneModule 3 Heating Valve Setpoint % ;8,11;;06.12.2022;14:25:29
AI-1208;AnalogInput;1208;ZoneModule 3 Cooling Valve Setpoint % ;0;;06.12.2022;14:25:29
AI-1209;AnalogInput;1209;ZoneModule 3 Room Temperature Actual Value ;20,92;;06.12.2022;14:25:29
AI-1210;AnalogInput;1210;ZoneModule 3 Supply Temperature Actual Value ;0;;06.12.2022;14:25:29
AI-1211;AnalogInput;1211;ZoneModule 3 Remote Setpoint Offset Actual Value ;-0,03;;06.12.2022;14:25:29
AI-1212;AnalogInput;1212;ZoneModule 3 CO2/VOC  Actual Value ;546;;06.12.2022;14:25:29
AI-1213;AnalogInput;1213;ZoneModule 3 RH Actual Value ;5;;06.12.2022;14:25:29
AI-1214;AnalogInput;1214;ZoneModule 3 Room Temperature Actual Setpoint ;20,97;;06.12.2022;14:25:29
AI-1215;AnalogInput;1215;ZoneModule 3 Room Panel Air Mode ;0;;06.12.2022;14:25:29
AI-1216;AnalogInput;1216;ZoneModule 3 Heating Valve Actual Flow ;14;;06.12.2022;14:25:29
AI-1217;AnalogInput;1217;ZoneModule 3 Cooling Valve Actual Flow ;0;;06.12.2022;14:25:29
AI-1218;AnalogInput;1218;ZoneModule 3 VAV Supply 1 Actual Damper pos. % ;30,6;;06.12.2022;14:25:29
AI-1219;AnalogInput;1219;ZoneModule 3 VAV Supply 2 Actual Damper pos. % ;0;;06.12.2022;14:25:29
AI-1220;AnalogInput;1220;ZoneModule 3 VAV Extract Actual Damper pos. % ;0;;06.12.2022;14:25:29
AI-1300;AnalogInput;1300;ZoneModule 4 Status ;1;;06.12.2022;14:25:29
AI-1301;AnalogInput;1301;ZoneModule 4 VAV Supply 1 Actuator Setpoint % ;100;;06.12.2022;14:25:29
AI-1302;AnalogInput;1302;ZoneModule 4 VAV Supply 1 Actual Flow ;175;;06.12.2022;14:25:29
AI-1303;AnalogInput;1303;ZoneModule 4 VAV Supply 2 Actuator Setpoint % ;0;;06.12.2022;14:25:29
AI-1304;AnalogInput;1304;ZoneModule 4 VAV Supply 2 Actual Flow ;0;;06.12.2022;14:25:29
AI-1305;AnalogInput;1305;ZoneModule 4 VAV Extract Actuator Setpoint % ;100;;06.12.2022;14:25:29
AI-1306;AnalogInput;1306;ZoneModule 4 VAV Extract Actual Flow ;178;;06.12.2022;14:25:29
AI-1307;AnalogInput;1307;ZoneModule 4 Heating Valve Setpoint % ;13,5;;06.12.2022;14:25:29
AI-1308;AnalogInput;1308;ZoneModule 4 Cooling Valve Setpoint % ;0;;06.12.2022;14:25:29
AI-1309;AnalogInput;1309;ZoneModule 4 Room Temperature Actual Value ;20,9;;06.12.2022;14:25:29
AI-1310;AnalogInput;1310;ZoneModule 4 Supply Temperature Actual Value ;0;;06.12.2022;14:25:29
AI-1311;AnalogInput;1311;ZoneModule 4 Remote Setpoint Offset Actual Value ;-0,03;;06.12.2022;14:25:29
AI-1312;AnalogInput;1312;ZoneModule 4 CO2/VOC  Actual Value ;526;;06.12.2022;14:25:29
AI-1313;AnalogInput;1313;ZoneModule 4 RH Actual Value ;5;;06.12.2022;14:25:29
AI-1314;AnalogInput;1314;ZoneModule 4 Room Temperature Actual Setpoint ;20,96;;06.12.2022;14:25:29
AI-1315;AnalogInput;1315;ZoneModule 4 Room Panel Air Mode ;0;;06.12.2022;14:25:29
AI-1316;AnalogInput;1316;ZoneModule 4 Heating Valve Actual Flow ;25;;06.12.2022;14:25:29
AI-1317;AnalogInput;1317;ZoneModule 4 Cooling Valve Actual Flow ;0;;06.12.2022;14:25:29
AI-1318;AnalogInput;1318;ZoneModule 4 VAV Supply 1 Actual Damper pos. % ;80,09;;06.12.2022;14:25:29
AI-1319;AnalogInput;1319;ZoneModule 4 VAV Supply 2 Actual Damper pos. % ;0;;06.12.2022;14:25:29
AI-1320;AnalogInput;1320;ZoneModule 4 VAV Extract Actual Damper pos. % ;82,78;;06.12.2022;14:25:29
AI-1400;AnalogInput;1400;ZoneModule 5 Status ;1;;06.12.2022;14:25:29
AI-1401;AnalogInput;1401;ZoneModule 5 VAV Supply 1 Actuator Setpoint % ;100;;06.12.2022;14:25:29
AI-1402;AnalogInput;1402;ZoneModule 5 VAV Supply 1 Actual Flow ;176;;06.12.2022;14:25:29
AI-1403;AnalogInput;1403;ZoneModule 5 VAV Supply 2 Actuator Setpoint % ;0;;06.12.2022;14:25:29
AI-1404;AnalogInput;1404;ZoneModule 5 VAV Supply 2 Actual Flow ;0;;06.12.2022;14:25:29
AI-1405;AnalogInput;1405;ZoneModule 5 VAV Extract Actuator Setpoint % ;100;;06.12.2022;14:25:29
AI-1406;AnalogInput;1406;ZoneModule 5 VAV Extract Actual Flow ;185;;06.12.2022;14:25:29
AI-1407;AnalogInput;1407;ZoneModule 5 Heating Valve Setpoint % ;100;;06.12.2022;14:25:29
AI-1408;AnalogInput;1408;ZoneModule 5 Cooling Valve Setpoint % ;0;;06.12.2022;14:25:29
AI-1409;AnalogInput;1409;ZoneModule 5 Room Temperature Actual Value ;19,69;;06.12.2022;14:25:29
AI-1410;AnalogInput;1410;ZoneModule 5 Supply Temperature Actual Value ;0;;06.12.2022;14:25:29
AI-1411;AnalogInput;1411;ZoneModule 5 Remote Setpoint Offset Actual Value ;-0,03;;06.12.2022;14:25:29
AI-1412;AnalogInput;1412;ZoneModule 5 CO2/VOC  Actual Value ;485;;06.12.2022;14:25:29
AI-1413;AnalogInput;1413;ZoneModule 5 RH Actual Value ;5;;06.12.2022;14:25:29
